leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag,dontfront_violations
7bLCyBuFdPFYbBuztRvqrX9e13Dt6mfpoxdnMDhXvZaV,9fgw3MScN9xDUTLZJaiqTBF9BmoASJGWmJCdUKSjzsXs,"",1.424229152067274,0.489868021490306,8129.5,2796.1666666666665,5708,0.464186145121073,0.5156034925157431,true,0.038602299870650086,0.08123698584363563,true,942
CYhgRWDhcgLwwTo1XBKnzzVS3L3767ueyQmQjSeLeLbK,2NS9Jo3WJvxz6K1vnMdFVsVQXBLZZounC5w8n8AEHDCy,"",1.4148085585585588,0.486373873873874,2093.916666666667,719.8333333333335,1480,0.4362213731258213,0.5368022753523825,true,0.01805530781898032,0.1017839778953054,true,543
HBNvkUX6QQSrF2o2d79np8HVAmd56xAJzomYcoHJs9Qq,2sWtnefPHSWVX1g3rAVBCwjLxRAKWqrUdMSTSHEccQmt,"",1.4652496626180838,0.4841430499325236,1447.6666666666667,478.3333333333333,988,0.4229933426359704,0.545771300138959,true,0.008681122158767617,0.11115816355551811,true,552
HxqbVoutDgmFSfsMZB6vpBDVD8HtVwpfAH1qNs1QYKSq,BT8LZUvQVwFHRGw2Dwv7UeqDUq7btfjegLpuz5bwgziD,"",1.4761904761904763,0.4782647907647907,1364,441.91666666666663,924,0.41519643556473823,0.5420337882747452,true,0.006936334907003287,0.11290295080728244,true,840
RUSHpmG4o1ydgySKRexRws7WMmu8nH5BaQgEAmwo2hK,2Gife8andd4BkEbT5CncpriPxmQYqbspDh8cXkN6RUSH,"RushChain",1.1474068479355488,0.4628021148036254,3038.333333333333,1225.5,2648,0.4254219553532115,0.500605124062812,true,0.028621680440974254,0.09121760527331146,true,430
71M936kzQRe7eWrABba6yKqPsmTMVhijQqDNQP9qM9pP,,"SpaceCat.ws 🚀 0% + MEV",1.1191381495564008,0.4572243346007604,1177.3333333333337,480.99999999999994,1052,0.39849713940532755,0.5171650250022876,true,0.010264162769107042,0.10957512294517868,true,161
1znL3zFHi3znoaz6T6rnnEnRj8Ar3fohDq7ZNk37sUL,A1taSaBJrLMrqfWsPESYDujnZv5yD7bF35LjXoyNXhzN,"AltaBlock",1.0781025502873562,0.4545617816091954,4001.9166666666665,1687.3333333333335,3712,0.42301379317709753,0.4864788388317346,true,0.03348514462066366,0.08635414109362205,true,604
5rtCpCsHQUdh48zfWSo3VHmWoPoJ33PqA8BJtxojyz5Q,2qD6yvLwy3ckWxsS1iQwrkCjLgcvH1u9PLu5m9KRRn5x,"___",1.130174875089222,0.4532922912205568,2111.1666666666665,846.7500000000001,1868,0.40903464643826043,0.49830081172806423,true,0.022655887572969394,0.09718339814131632,true,285
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.9831730769230768,0.45032051282051283,102.24999999999999,46.833333333333336,104,0.2791794215269109,0.6340854844172379,true,-0.0980080843850972,0.2178473700993829,true,7
STA5dMZHibCkLtWGXmEADpdkR8VRkGTJf1gTSMyJ1YU,D8aGMETy3q6ymADJs7YS81QY2qTQmptVox3iCfGDgSTA,"SolTA",1.0826533135509397,0.44430019782393676,2918.8333333333335,1197.8333333333335,2696,0.40748215092337897,0.48174020634309805,true,0.02890154861571653,0.09093773709856919,true,247
BJu6CLyEP2M5Fvj88DF7ZcJYhs9qb2FYBBrVKwrFYoQk,,"StakeShip 🛳  Additional rewards",1.0739568682606657,0.4417194092827005,3054.3333333333335,1256.2500000000002,2844,0.405894162293578,0.47816174892115804,true,0.029719412261498802,0.09011987345278691,true,285
b8ThsbsARWyjqWrBdU9JNFhXg8ZAjDaJtaqXXzy1sRS,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",1.0584061135371179,0.4404112081513828,969.5,403.41666666666663,916,0.37807700955691087,0.5046827763543316,true,0.00670546972664713,0.11313381598763858,true,68
Goo7uPA1ASVX2Ws4JW1eAjQxBcTtjMdpAHBtPBzi8yN6,H7JJ6aE73ufbUuDCZSQMxguQsj28XHe4VQyMk2hsVGoo,"GOOSE",1.0040391156462587,0.4368622448979592,1574.3333333333337,685,1568,0.38896279713834286,0.48596903954618415,true,0.019247034400758027,0.1005922513135277,true,170
impuzqtjwjxwHouDxv9qJ2EZd986ZeYWvHNzgPgaG3M,AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK,"IMPULSE⚡️",1.054166666666667,0.43311403508771934,400.5833333333334,164.58333333333334,380,0.3386604662716784,0.5326920740999332,true,-0.022699989245223436,0.14253927495950916,true,107
6dwKX2BK1JowEVXvKemcfw2arNeTe6RHYrs4FomxSVPw,,"private",1.0559615118850194,0.42077805417357655,10187.916666666668,4059.6666666666665,9648,0.4013626067033929,0.4404416941878651,true,0.04352294448244086,0.07631634123184486,true,55
F9Sq9BxVPCBG4UMU1XAF8JBSeKhyWQdLv2PPizy1xQZx,8RaPWvLNqanZCvrQLsou1hmSj3srN7H6ds8AR9LwiqNa,"enderSOL Validator",1.0083550347222223,0.4185474537037037,2323.25,964.3333333333334,2304,0.37922061369566135,0.458937554174542,true,0.026366452734411988,0.09347283297987373,true,0
CbyfiyQAy9pyWKrAv3KViqHgcDPQ9ECmYx3eaQoV5hBw,HFLsfstZkJeWDgVEA5fmXeea876Ad9f1VxrbXk386bBY,"0xDEAD",0.9704018338727077,0.41639697950377563,1199.4166666666667,514.6666666666666,1236,0.3631769670893145,0.4716399111915954,true,0.014109059759787643,0.10573022595449807,true,37
F4kMP5Sn9fgYLK78CHgMqSgvLhw1teasc32ynvuMtHjh,Anv7J9kMdJWr1aU6rQvQyd24zBp5GscP8NeDpRqGKz8e,"StrikeTeam",0.9218750000000002,0.379872311827957,457.2500000000001,188.41666666666669,496,0.2998309406649722,0.4670285600358489,true,-0.012396327294315689,0.1322356130086014,true,39
Bnqie7FYWudbSuBjyRHzoKQrz7eGFxmY9wFAMQKKQjEe,6xwWwNVXJLGhgPfBpew7UDcSjQr73McXSRK2EhdhcL1u,"0xDEADNODE",0.7705636461704423,0.3745280474649408,952.4166666666666,462.9166666666668,1236,0.322787927780554,0.42930417744587634,true,0.014109059759787643,0.10573022595449807,true,33
