leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag,dontfront_violations
8BwV97uHgQEFYGVhMxcrUuNZ7rzhpiiHJNAThvCX4zv3,,"",0.8935310990338163,0.3975317028985507,1972.9166666666665,877.75,2208,0.35784156299630243,0.4386171977554896,true,0.006791974016225192,0.03326655772980655,true,2414
BiF9ZbQht1TgHwWEcrbMQFt37aLEPpNvXWAyd7SuqhpR,HymVLhdKah8BrZj4FAXJJYH8nhWGqjqvFvPFJM5L5VNa,"SHP",0.4723214285714286,0.33035714285714285,132.25,92.5,280,0.2321862280380056,0.4459290374723919,true,-0.017143053787764158,0.0572015855337959,true,177
FimxwskHym6UxYbPyTNovPKqnaHnUuSDDXangz7ysUmQ,,"",0.5074046184738956,0.329066265060241,336.9166666666667,218.50000000000003,664,0.26262415382993876,0.4031279719894726,true,-0.004109476473944159,0.04416800821997591,true,396
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.4674479166666667,0.3274739583333333,59.833333333333336,41.916666666666664,128,0.19202183633260214,0.4994153348895064,true,-0.03494933633599841,0.07500786808203015,true,80
7XCbYkANgiqgCoevBmJMAwYqD4iuKzNEJjd2XtF5QExp,AUTnPgB8m6qsctP9RRAcmnVrLSpZbBYB8nQAzYUN5j8q,"Dima_FantomasUA",0.41755430242272346,0.3052944862155389,666.4166666666666,487.25000000000006,1596,0.2624478146275546,0.3517996927479361,true,0.004459494502829921,0.03559903724320182,true,909
5B1eeUcVsdX1GQPxeipE6MXaQZwGAWNEWCTPWXqVL2j9,33jhUy4KkZ3AxRfqLshb4u6u6pA1MC6yoNHrKWNeRxbg,"dikijkoala",0.4193548387096774,0.3004032258064516,311.99999999999994,223.5,744,0.23952691915574686,0.3692391990477635,true,-0.002774796020803036,0.04283332776683478,true,421
3fHDpgV7GG2fRirqYNFvAUfH5BnbQnRYDqeJBpVFKm8s,FQ5Hc8CgnBBFT87QYt72SVVYGEk677fZHDKH1wX2TeQ5,"NeverBackDown",0.4084784411276949,0.2936359867330017,656.8333333333334,472.1666666666667,1608,0.25153818299646874,0.3395827222670132,true,0.004517699459351045,0.0355408322866807,true,877
Hu3b6mGQJ5jRYRJxdH4kZX6VAyw3p4LAmxDBxhvXVKje,FyrSH4VeQidMVPQ9AE2szAbP5xBZBprRG3z1QMMLNi5X,"Gotham",0.40266754850088177,0.2897927689594357,304.41666666666663,219.08333333333337,756,0.2302248004723663,0.3576130871821481,true,-0.0025930874525419145,0.04265161919857366,true,427
rmnh7A7y6LuSPph6x9JxNN1dzLZ1NoXSMGBemMJMwZZ,yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi,"romanh",0.4668560606060606,0.2897727272727273,41.083333333333336,25.5,88,0.14411426511214065,0.49713857577793685,true,-0.04627742322716773,0.08633595497319947,true,62
MRGSoA53J7i4WidVHTxawPyKdr26LdVYCywnrUZ6auT,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",0.3871336996336996,0.28731684981684985,140.91666666666666,104.58333333333334,364,0.2049939394918282,0.3866221419930973,true,-0.012573015181715608,0.05263154692774735,true,177
