leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag,dontfront_violations
8BwV97uHgQEFYGVhMxcrUuNZ7rzhpiiHJNAThvCX4zv3,,"",0.8295272435897436,0.3786057692307692,1035.25,472.5,1248,0.32694384054795433,0.4331771354744758,true,0.001688206582607911,0.03480088071897939,true,1277
9ixkRQFUmQfDfJ9sBzJMs8QeBpqz4AeR94n623eaYK2S,3khMmeupU7B6ZSDSbTX5cYtME9yVqeJ178PQD7mCE7g1,"Svit_Validator",0.5833333333333334,0.3541666666666667,2.3333333333333335,1.4166666666666667,4,0.028804253658814005,0.9102308805060242,true,-0.2741986759662782,0.3106877632678655,true,0
FimxwskHym6UxYbPyTNovPKqnaHnUuSDDXangz7ysUmQ,,"",0.5074046184738956,0.329066265060241,336.9166666666667,218.50000000000003,664,0.26262415382993876,0.4031279719894726,true,-0.004453452213710636,0.040942539515297936,true,396
BiF9ZbQht1TgHwWEcrbMQFt37aLEPpNvXWAyd7SuqhpR,HymVLhdKah8BrZj4FAXJJYH8nhWGqjqvFvPFJM5L5VNa,"SHP",0.43494152046783624,0.3176169590643275,99.16666666666666,72.41666666666667,228,0.21225783229396905,0.4456849427832999,true,-0.0204905070479154,0.0569795943495027,true,128
JACKALkk85FyW2RCbPbMUgZXe8BECS3fjEX64ESFNSp3,JACKAL92c9YbzNqkJR1XUNAC2uZQNNNVFnRbsZMBEwH8,"Jackal",0.4251302083333334,0.30419921875,217.6666666666667,155.75,512,0.2316584838214087,0.38798477377756374,true,-0.007604029312113635,0.04409311661370094,true,293
Hu3b6mGQJ5jRYRJxdH4kZX6VAyw3p4LAmxDBxhvXVKje,FyrSH4VeQidMVPQ9AE2szAbP5xBZBprRG3z1QMMLNi5X,"Gotham",0.41277472527472525,0.2994505494505495,150.25,109.00000000000001,364,0.2155911594730518,0.3993234663405056,true,-0.012411835621877778,0.04890092292346508,true,206
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.4160353535353536,0.29924242424242425,54.91666666666667,39.5,132,0.17157449677910963,0.4682162684254202,true,-0.03266328652028357,0.06915237382187087,true,70
VALETVDFDkc7Hgv2V7QRfTmfH4zAjk23zcQbaZ5LcEw,VALETGg6o24d4nTZA2iUEEDiMWkabsZZatFoAwZAbpw,"Valet",0.39016812865497075,0.2949561403508772,177.91666666666666,134.5,456,0.219539828757806,0.38354777209031743,true,-0.009145273367868231,0.04563436066945553,true,261
5B1eeUcVsdX1GQPxeipE6MXaQZwGAWNEWCTPWXqVL2j9,33jhUy4KkZ3AxRfqLshb4u6u6pA1MC6yoNHrKWNeRxbg,"dikijkoala",0.38068181818181823,0.27546296296296297,150.75000000000003,109.08333333333333,396,0.19761153732283407,0.36984782334086563,true,-0.011147105802337538,0.047636193103924834,true,194
8f8ictfTPjKtJcn8Av8jfqh7uvU3UbDtsreADQTbB1No,,"",0.38665902140672787,0.27303134556574926,337.1666666666667,238.08333333333334,872,0.2185804268395484,0.3352275364638903,true,-0.0015622104446698544,0.03805129774625715,true,412
ALxZnHDetfXHaTZWB7Xwn2WHpbvNPYz5b4zLRsfFvpUb,63mj5NgxsJigb6GEc4KVMsydnM4fQ8qg5ujU57puT154,"Dancing Dolphin Validator",0.3524425287356322,0.2686781609195402,204.41666666666669,155.83333333333331,580,0.203623978002632,0.34549922179872306,true,-0.006041543852278744,0.042530631153866044,true,289
6k8XrwBQhS3LcMGDte72JbBCXH6VGWqpPDJm5Z8w9Aty,,"",0.3893008474576271,0.2635063559322034,367.5,248.75,944,0.21177081556636673,0.322706389229468,true,-0.0007918884920425986,0.0372809757936299,true,499
7XCbYkANgiqgCoevBmJMAwYqD4iuKzNEJjd2XtF5QExp,AUTnPgB8m6qsctP9RRAcmnVrLSpZbBYB8nQAzYUN5j8q,"Dima_FantomasUA",0.3319402228976697,0.26044832826747716,436.83333333333337,342.74999999999994,1316,0.21629274348584648,0.3100519230503601,true,0.002121627046852974,0.034367460254734326,true,579
4J9HoqBamEDyEKGDZgeRjCpiGCirHzqP1CadWmznrghF,Cqg1VwU4pdC8zAYMZZUViJuy1v1G8vxdYeUW3UNCqpfV,"SolGeo 🪐",0.33995535714285713,0.25877976190476193,380.75,289.83333333333337,1120,0.21131981569347694,0.31267290620034077,true,0.0007677185161843771,0.03572136878540293,true,512
7pnQN2YLCzVr94XHEwC6dCJpBLANhad4sbXwsZMbPnF3,,"",0.3392229254571027,0.2529008438818566,321.58333333333337,239.75000000000003,948,0.20215366063325274,0.31141487282869756,true,-0.0007516847889968217,0.03724077209058412,true,341
8ypigreunb34pCiQRqZzQoie2ej5prAjovUq7sHB6gMZ,DsT3eKbWAaX9wVZQYBsbkDwpFA9NTDtXfsYc9wXUEWpn,"vilar",0.3301478083588175,0.24815239551478085,431.8333333333333,324.58333333333337,1308,0.20474426497190068,0.2973228073639832,true,0.0020723966525714663,0.034416690649015834,true,601
MRGSoA53J7i4WidVHTxawPyKdr26LdVYCywnrUZ6auT,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",0.301706827309237,0.24121485943775098,100.16666666666667,80.08333333333333,332,0.16245313108809156,0.3425449554116744,true,-0.013855269939476736,0.050344357241064036,true,137
4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck,6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ,"4BLOCK 0% Fee + Jito All MEV",0.3072271386430679,0.23683628318584074,694.3333333333334,535.2500000000001,2260,0.20386569448084008,0.27330857936943054,true,0.005941364933540508,0.030547722368046794,true,913
DARHT2kULrSdWzL4Fc4hs28s4pfMa4aB92631AHUJkV1,32w46YEh1WSMZPBLA57DzAYL4N1f66XtbJQCkhWnATFQ,"Tyraen",0.2902560763888889,0.2353515625,222.91666666666669,180.75,768,0.18126786278697166,0.29966567373730624,true,-0.0028607277952810116,0.039349815096868315,true,296
23j3TXtLzh8fA7GkCvTs2qgfe1yYmhEPV8wGCYDkL3Ry,LvmTxRZAwJBtPuTSWU25UQBQu9N8TnsJJDemusfDDXB,"Danil R. 0% fee",0.2808544303797469,0.2328586497890296,88.75000000000001,73.58333333333336,316,0.15388458405925004,0.3362554980624243,true,-0.01465788915910831,0.05114697646069561,true,124
rmnh7A7y6LuSPph6x9JxNN1dzLZ1NoXSMGBemMJMwZZ,yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi,"romanh",0.3506944444444445,0.2326388888888889,33.66666666666667,22.333333333333336,96,0.10892832388223558,0.4291780719420013,true,-0.041450178582415176,0.07793926588400248,true,54
HNz9KC2vFPfC7TPmNtzh7nCDWDBYTLpCbmn5QD2UYX9u,4gg56BTsCSEXW3CLw7BuT31x3ptEjSz6aeVE1Xjby22R,"pro100invest",0.30654761904761907,0.23018707482993198,901.2500000000001,676.75,2940,0.2014101375024936,0.26172806615690447,true,0.007457612990906054,0.029031474310681246,true,1201
8JpfpVyew5Y9cLQCHkt5gqT4vDZLL46ZknMbSThVjzrg,DUCKsGEPEdNv9QeskPNwoJdWgAXjxUFrkNDEKjAnLWyY,"ARCHER 0% commission + MEV",0.2542517006802721,0.2232851473922903,299,262.58333333333337,1176,0.17972438981559355,0.2738787688499602,true,0.0011889087270197038,0.035300178574567596,true,400
3fHDpgV7GG2fRirqYNFvAUfH5BnbQnRYDqeJBpVFKm8s,FQ5Hc8CgnBBFT87QYt72SVVYGEk677fZHDKH1wX2TeQ5,"NeverBackDown",0.28855204872646734,0.22321428571428573,347.4166666666667,268.75,1204,0.18012554835810307,0.27317612228914523,true,0.0013883966998081108,0.035100690601779186,true,465
custm2hZdfZKpL5xGCUpShF23h7uXFVtL6fK7r5Ca7g,5ni6KoVM62cRJNfFFKGdiyDfYbKWWAGZ21cfGZcj1y66,"Custodian 💼 0% fees +MEV!",0.26583333333333337,0.2220833333333333,53.16666666666667,44.41666666666666,200,0.12966546481354035,0.3536088255983307,true,-0.02311317308985801,0.05960226039144531,true,66
BrHkKTdfk7THE9p7mfEW9VKwxKXSZUCWQw4RLQwPWHEx,,"",0.27312428407789235,0.2220790378006873,317.9166666666667,258.5,1164,0.17841892447179775,0.27287455394157806,true,0.0011012185092928659,0.035387868792294434,true,429
rubi69KY2Nvmjc1aKiUkUkjDNdBJgExCmndcC8xLody,tra6iWoZRjVxLoBMtafHWX7ZkoXCPRKf5r66fSc2fu5,"",0.279979674796748,0.2179878048780488,45.91666666666667,35.75000000000001,164,0.11945653023628271,0.3641780499409516,true,-0.027427414095620266,0.06391650139720756,true,63
AptafqHRpGk3KCQrGtuPGuPvWMuPc4N15X7NN7VUsfbd,3FLezD8GJgnawEHhZcsjdPxZVar9FzqEdViusQ5ZdSwe,"Hohla",0.2809879454926625,0.2160639412997904,357.4166666666667,274.83333333333337,1272,0.17464747699189384,0.26415857181380237,true,0.0018451422293658329,0.03464394507222147,true,450
4e2KvSCgot2RGXsExfY48NdfykQSjgozV5FAXv13bUn1,9y1fMDRdYaYbCSWEv3sivjns4Sc7eDW8wFQYT1DnCsQa,"🚀Klamenzui🥩0% Fees • MEV • 100% Yours🔥",0.23597359735973597,0.20028877887788782,95.33333333333333,80.91666666666669,404,0.13429035890002555,0.2879347441585501,true,-0.010854644303579748,0.04734373160516705,true,144
UZBmptMjMSQEPKm4WyUkJeAuvZSqTuNK3cQCKFqJcXT,QodirbUG8AZQBWpHhPJPfjj1xg4AaQUZCVVtwT8YfPi,"UZB Validator - 0% FEE + Jito MEV",0.24675546448087435,0.1924521857923497,361.25000000000006,281.75,1464,0.15559529538519543,0.23560364057654445,true,0.0029582916843917846,0.03353079561719552,true,448
3fnhNULLwi3BEyFUVS3qAqPjwegsNDTr3k7C8GxFbmau,CtombV3RrUSMKJEjnhTALqFTxKg4uLmYzRex348LRxSH,"TiTo Validator",0.24002127127127126,0.19219219219219222,639.4166666666666,512.0000000000001,2664,0.16426330809299677,0.2235992086645086,true,0.006912599068418726,0.029576488233168573,true,879
FPwKd8WmeugZLZySCcr5RmqdVnQvJ5zRQRCy6tnkdLQF,7okgo2YWz8fgNLAHSmAFwqPF59GMq9QuTSFSzPkkVcq7,"Tokyo ㊗️ 0%fee+Jito",0.30565476190476193,0.18958333333333335,85.58333333333334,53.083333333333336,280,0.11531897885751796,0.2956884280325603,true,-0.016709106618424896,0.053198193920012196,true,108
A4fxKaaNPBCaMwqKyhHxoWKJ5ybgvmmwTQmNmGtt2aoC,9esjPxaUdD7yg4yDrBkP3jLipcAGVjpLDXsddF89avzW,"Valera",0.25062500000000004,0.18666666666666665,100.25000000000001,74.66666666666666,400,0.12281683269421435,0.27336600657112575,true,-0.010999778310913536,0.04748886561250083,true,146
HuxezmVRF3Dokr23jXmtUVoR12g4Cw1VCvwb8KAP9M4o,8DHFGo3fDB8GudbNLZEyExLzXQPwvY4twybPbxwDnffx,"Solidestaking",0.24389880952380952,0.1816964285714286,136.58333333333334,101.75000000000001,560,0.12696045402888478,0.25318691483093825,true,-0.006471419481793778,0.04296050678338108,true,205
5vCpwqgyK7Gd7UGkjTjhEg7z3v9YbRVFcasxKh8pV64Q,47Z27EDte6KTXcdHCvGZ3oZoa39SNqa7NSqSzJYsbbWw,"",0.23184250764525993,0.17737003058103978,101.08333333333333,77.33333333333334,436,0.11739387552677612,0.2589961852375686,true,-0.00976643661759968,0.04625552391918698,true,61
FJN8ryNvkm3QAQufsjJmJ9eGPpK1D8hG4MawATqZfFhx,3uxsKdY45oPct1pUQM9SYy35LPjRmQif7FAU99T5QrmZ,"Lazy Llama",0.20327380952380952,0.17321428571428574,56.916666666666664,48.50000000000001,280,0.10264849005848722,0.2772998635036469,true,-0.016709106618424896,0.053198193920012196,true,75
EWVSb1db8iCNzbH3sejdo3fkYhZAUqwz1LTjWdaSd7Cz,CdVHBthnsGiEX53cAG2cHrwsfZseUsQNYTm6By6qno4f,"",0.2529154518950438,0.17116132167152576,347.00000000000006,234.83333333333334,1372,0.13524098989212188,0.2142583565432892,true,0.00245409402398104,0.03403499327760626,true,483
3uvCCYvLnxU1QsP3d9NXBLQyrAPiLeKfN6iTUbZdhnNM,CS8DoKUL3nXeyVbg8arD8TBZTym4U5ijgCf9uZHGqZET,"Dark74",0.2028493085360038,0.1621065808297568,567.1666666666666,453.25,2796,0.13682094748052373,0.19103102197832486,true,0.0071833252179589295,0.02930576208362837,true,757
HVKd2bgudV9HFFfng383zN6FK6rXUpziYX1YoxphkkPw,3KnQPzQFoL7NeL3eMKvSztMM4L2yV1HmjxGTXerhp7U4,"Caesar 🐈",0.1954861111111111,0.15416666666666667,46.916666666666664,37,240,0.0843665643351708,0.26500184640538754,true,-0.019509713658812933,0.05599880096040023,true,48
BWungpcnz1j9CFuxk1oXtLZ42WgnRpGmYxS9ZVaoQ3hJ,CsnnNsr7aZrRdGCTYv7Mpvgx7TJe1GJxVfS4pmpEKdAf,"Unlimited Systems LAB | NO fee + Jito Rewards",0.15104166666666666,0.15104166666666666,4.833333333333333,4.833333333333333,32,0.03129398435414202,0.4949068133899779,true,-0.08514974820083548,0.1216388355024228,true,0
impuzqtjwjxwHouDxv9qJ2EZd986ZeYWvHNzgPgaG3M,AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK,"IMPULSE⚡️",0.2916666666666667,0.14285714285714288,8.166666666666668,4.000000000000001,28,0.02595380117256202,0.5104039272413496,true,-0.09228860373689463,0.1287776910384819,true,13
Bat6DHawBwy8k4fqsrgkSMb33UWWCDyiXH9AUQBrWiGX,GCUWGuMnmtMv3BFMx8EmeWxst18sihXxyU3skeNGTj8A,"Lemon Tree 🍋 [0% fee]",0.13739224137931033,0.12104885057471265,63.74999999999999,56.16666666666667,464,0.0738213416994157,0.19221972167444532,true,-0.008908127631395354,0.045397214932982655,true,76
FUiUtbEoUVbtghgftxJwQackskGkW7MPbLFMQzHzsfb2,AvDxkBtVZgauCHTMLMUMFCG2GfnsN9zv2qXbrgAoWUmA,"🌴 Solana Garden 🌴",0.16472868217054268,0.11288759689922481,141.6666666666667,97.08333333333334,860,0.07742922749048611,0.1617372600345355,true,-0.0016999183887427063,0.038189005690330007,true,150
