leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag,dontfront_violations
wiFDeRHa4zcPvrZzdrnBEYCWAjMTjnV2vBgQeCpWSa9,HaTniLULzUW7Mfq5qBXPU3okduucnoq81Kr21niLjNgT,"DogWifValidator",1.0208333333333335,0.43750000000000006,4.083333333333334,1.7500000000000002,4,0.04297825031807262,0.9308939500382867,true,-0.3630331909085951,0.41516778085568506,true,0
7HeRDsS2W3z5BETC7NqkyoK3hUm3KRaZ9i9nDy9EUGRP,BLGrvMvkdMFyo6EjpsTbbmHd6Qa5P4XsQtqYxEG3BNUj,"",0.7106199186991872,0.4019308943089431,233.0833333333334,131.83333333333334,328,0.30319076570430165,0.509323219674065,true,-0.016901665478884036,0.06903625542597398,true,234
GqT4x9wuaqxES9KpnqjyX1t9ddVj25YMeG7mnkds8HWF,Ac5y3nnaU97CqdsqNBygqxbCd7Hk8NU5PVk61R5qMHqT,"",0.5942796610169492,0.385593220338983,140.25,91,236,0.27279406643892323,0.5121836015954006,true,-0.024589273545560276,0.07672386349265023,true,172
2nUejUPz8nXuYsa2mqDJmdjmyCb81KcLrQ9QNfzTNJGk,GNajgJGjkdnmZTRGZzsQ4P4eL54gHRMfDDLyZpnZYmUy,"Fitsu",0.3541666666666667,0.3541666666666667,1.4166666666666667,1.4166666666666667,4,0.028804253658814005,0.9102308805060242,true,-0.3630331909085951,0.41516778085568506,false,0
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.5236742424242424,0.3342803030303031,46.083333333333336,29.41666666666667,88,0.1762510104812424,0.5409528055357108,true,-0.05688920735084338,0.10902379729793332,true,51
RytnqUwbphphGcE9hkTmutkEsUJZcQ5MGQeT2G7eBsd,DDNbTVcWEFmCGP8yFbGdTWsB8evcF2Hcc2gSN9bFqudn,"",0.47916666666666663,0.33333333333333337,1.9166666666666665,1.3333333333333335,4,0.025672496830648872,0.904653370786309,true,-0.3630331909085951,0.41516778085568506,true,3
7b24ANrGm5tPzZsedBbuXUuVZN1tEwf9k4zFcNXm6nYs,GZw27T4rCYcmzVG8tYqkQ29Hw2Gg4oQ3Z7PtqoQ5TmoV,"",0.53689111747851,0.32981136580706777,749.5,460.41666666666663,1396,0.2829101583474843,0.38036366557989715,true,0.005239223485036429,0.04689536646205352,true,778
7HW9bm5W1eA6RoDAodeoJZwzYjwWj95BeEd5MQKrpMCq,AJTwC1Y3e7DRXPij3ZehavvugoL5hUfW6vhQzeYYu2JC,"",0.5436594202898551,0.32907608695652174,500.16666666666674,302.75,920,0.2719978155245307,0.3916877202455669,true,0.0004107687155953492,0.051723821231494604,true,560
8BwV97uHgQEFYGVhMxcrUuNZ7rzhpiiHJNAThvCX4zv3,BT8LZUvQVwFHRGw2Dwv7UeqDUq7btfjegLpuz5bwgziD,"",0.4845603499406881,0.31750444839857656,2178.5833333333335,1427.5000000000002,4496,0.2911450248791711,0.3450885660694832,true,0.014461400497976087,0.03767318944911387,true,2551
CYhgRWDhcgLwwTo1XBKnzzVS3L3767ueyQmQjSeLeLbK,2NS9Jo3WJvxz6K1vnMdFVsVQXBLZZounC5w8n8AEHDCy,"",0.5056689342403629,0.31168509070294786,2378.666666666667,1466.1666666666667,4704,0.28604988291615885,0.3385283445582673,true,0.01472089438925625,0.0374136955578337,true,2415
7bLCyBuFdPFYbBuztRvqrX9e13Dt6mfpoxdnMDhXvZaV,9fgw3MScN9xDUTLZJaiqTBF9BmoASJGWmJCdUKSjzsXs,"",0.5108009442248572,0.3114569609134827,3101.583333333333,1891.1666666666667,6072,0.28882839950733,0.3350232112671267,true,0.01608050567221189,0.036054084274878065,true,3254
4dALbSiXCWQFF4KvA2hoKrpVLMUscVFFyfSxW8m2K1Ex,9jmvcGEGNq83FqzJrRVHoRX6sDc3MFbg8PeKyCGwzKgm,"",0.501733870967742,0.3076344086021506,3110.7500000000005,1907.3333333333335,6200,0.2853221900436239,0.3308836238482259,true,0.01618413274897145,0.0359504571981185,true,3239
HBNvkUX6QQSrF2o2d79np8HVAmd56xAJzomYcoHJs9Qq,2sWtnefPHSWVX1g3rAVBCwjLxRAKWqrUdMSTSHEccQmt,"",0.47744387610116507,0.30141730605285594,2240.1666666666665,1414.25,4692,0.2760266755935984,0.3280850983578888,true,0.01470639419089972,0.03742819575619023,true,2373
3zr2d3xyqANDBpbaq3QNvn9W6fofxGGK5AKbF9dEvNvk,7cPztttFu6zHWvHqnGPRhxvGrmoMdzm75Lsn2yTbHbi2,"",0.4513888888888889,0.3004214150047484,1267.5,843.5833333333335,2808,0.26790582210755653,0.3350771537935806,true,0.01138164350224995,0.040752946444839996,true,1374
9aUUBU9AQvgeL8GqSubinJWJxhcXptj3nmvhVEAme4HT,GhBWWed6j9tXLEnKiw9CVDHyQCYunAVGnssrbYxbBmFm,"___",0.4151133892513203,0.2878999689344517,1781.6666666666667,1235.6666666666667,4292,0.26179314779927887,0.3154975696146044,true,0.014188786491446333,0.03794580345564362,true,2023
DhKrFYrbiNJSJbVN242Bmi8izphkX6M68mf5R7A2vHgp,GioetmC79nLRnN7VDfHaq8coWAEFPJKu9py59uUqdV5U,"___",0.4141456117021277,0.2869292996453901,1245.7500000000002,863.0833333333334,3008,0.2559716873108413,0.32002058220273566,true,0.011878260207288724,0.04025632973980123,true,1398
4VZbCgqLkuVH4rSzz8ugqPDz7uKcQRcB9un5aMkEAaR4,D5f7o3RH7wCqPRg4RCEiDfoNPFXGw1iJCnZJ1r2aktQB,"",0.39062500000000006,0.2849702380952381,43.75000000000001,31.916666666666664,112,0.15272637417324528,0.46841634318113434,true,-0.047465785073493694,0.09960037502058364,true,53
impuzqtjwjxwHouDxv9qJ2EZd986ZeYWvHNzgPgaG3M,AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK,"IMPULSE⚡️",0.40459983498349833,0.2823226072607261,1634.5833333333333,1140.5833333333335,4040,0.2556220157982099,0.31064825788543654,true,0.013823921816967356,0.03831066813012259,true,1798
SPACESzWvxNLvWnUoXGq5UzdbrZ8Nuh967Ajq5eK9Pk,DM8eVQwKYpFUq4MAC1XEeZMjV4T34LfvGkK9vca55GaY,"SpaceCat.ws 🚀 0% + MEV",0.3924393784153005,0.28071635928961747,1532.0833333333333,1095.9166666666665,3904,0.25362472593315205,0.3095018513094065,true,0.013612491925364211,0.03852209802172574,true,1680
8JpfpVyew5Y9cLQCHkt5gqT4vDZLL46ZknMbSThVjzrg,DUCKsGEPEdNv9QeskPNwoJdWgAXjxUFrkNDEKjAnLWyY,"ARCHER 0% commission + MEV",0.3881737588652482,0.28062056737588653,1824.4166666666665,1318.9166666666667,4700,0.25585808363790996,0.30679157095623755,true,0.014716067160539975,0.037418522786549974,true,2086
STAKEmdfirzRm34Q4WrBiUQBnn6AaadYq4oq5hfuBZe,HAK7iPgQTFwqEzPfVrRDbG5epFdk1dsA9qQexytsDoes,"StakeShip 🛳  Additional rewards",0.3955730793254216,0.27895325838017904,2533.2499999999995,1786.4166666666665,6404,0.2576899219567567,0.30125907746843533,true,0.016342821249850634,0.035791768697239316,true,2814
2FtwoBFTBFt4FKpeQAh1otggKPhPHh1Aka2dQ7LvyKyD,BNYVMkawH7ekKdbZ7NHqd7duLVc6QLATHYf5aqMkwjec,"ifrosta",0.3752376425855513,0.27582382762991126,394.75,290.16666666666663,1052,0.22568031040578707,0.33232695861930805,true,0.0020743311670566623,0.050060258780033284,true,458
H3n2gVjzxhMWTXgqnrTfi8WdqAcQFuoHy5SqvAdqkMF4,4jx1b7HCN9nCxygP3hruC85BxcYndhxby4hkNexuHvxT,"topnode",0.38411342797988757,0.2750480627033422,1731.5833333333333,1239.9166666666667,4508,0.24995809567302638,0.3016436358591937,true,0.014476857855968186,0.03765773209112176,true,1924
AspisRQeHJv3GipiZBke6CpNFUzBmRs1jqY1xvDQk9A2,FPjq7vB2V3TiseJJSPsp47UWSfT4AwvKjiU7GEro7bX9,"Aspis 🛡 +MEV",0.37878548895899056,0.2741982124079916,2401.5,1738.4166666666665,6340,0.252957575937145,0.2965144811608655,true,0.0162938619789024,0.03584072796818755,true,2632
Goo7uPA1ASVX2Ws4JW1eAjQxBcTtjMdpAHBtPBzi8yN6,H7JJ6aE73ufbUuDCZSQMxguQsj28XHe4VQyMk2hsVGoo,"GOOSE",0.39188338926174493,0.2741191275167785,934.2499999999999,653.5,2384,0.24008403194812028,0.3110044918305707,true,0.010129118057339105,0.042005471889750845,true,1015
ALTAzqTBthbRymkWxgZFBaXsrnSfxSQZST76XSehxJVa,A1taSaBJrLMrqfWsPESYDujnZv5yD7bF35LjXoyNXhzN,"AltaBlock",0.3794382418024543,0.2740645745322872,2514.916666666667,1816.4999999999998,6628,0.2532817412435021,0.2958770172020926,true,0.016508557833558524,0.03562603211353142,true,2794
custm2hZdfZKpL5xGCUpShF23h7uXFVtL6fK7r5Ca7g,5ni6KoVM62cRJNfFFKGdiyDfYbKWWAGZ21cfGZcj1y66,"Custodian 💼 0% fees +MEV!",0.37735705596107055,0.27177108678021084,1240.75,893.5833333333333,3288,0.24268344112887327,0.30295046165252104,true,0.01249585705615237,0.039638732890937584,true,1384
STA5dMZHibCkLtWGXmEADpdkR8VRkGTJf1gTSMyJ1YU,D8aGMETy3q6ymADJs7YS81QY2qTQmptVox3iCfGDgSTA,"SolTA",0.3773532668881506,0.27093715393134005,908.6666666666666,652.4166666666669,2408,0.23721172249532163,0.3075243774997036,true,0.010208743086219767,0.04192584686087018,true,980
RUSHpmG4o1ydgySKRexRws7WMmu8nH5BaQgEAmwo2hK,2Gife8andd4BkEbT5CncpriPxmQYqbspDh8cXkN6RUSH,"RushChain",0.3820594186902134,0.2702584621044887,1384.5833333333335,979.416666666667,3624,0.24255695243588093,0.29987115578134504,true,0.013140297191821068,0.03899429275526888,true,1579
7VAxhRUMuGWf5sfE51pjjFmydcER3dfaXv3G6ia2Pr74,Cn9bZCGSYN57GsTfJ5YLCy8HMejHZqrBQkv99eusJtEH,"cesar",0.3637979497354497,0.2689318783068783,733.4166666666666,542.1666666666666,2016,0.23233743143312802,0.30897031793240415,true,0.008735381792613559,0.04339920815447639,true,780
rmnh7A7y6LuSPph6x9JxNN1dzLZ1NoXSMGBemMJMwZZ,yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi,"romanh",0.3679347826086956,0.2688405797101449,676.9999999999999,494.66666666666663,1840,0.23063426900222592,0.3108191105411644,true,0.007925391274858078,0.04420919867223187,true,717
5rtCpCsHQUdh48zfWSo3VHmWoPoJ33PqA8BJtxojyz5Q,2qD6yvLwy3ckWxsS1iQwrkCjLgcvH1u9PLu5m9KRRn5x,"___",0.37750974658869396,0.2673245614035088,1291.0833333333333,914.2500000000001,3420,0.23895416946476977,0.29774549154769747,true,0.012760339130181946,0.039374250816908006,true,1438
8ypigreunb34pCiQRqZzQoie2ej5prAjovUq7sHB6gMZ,DsT3eKbWAaX9wVZQYBsbkDwpFA9NTDtXfsYc9wXUEWpn,"vilar",0.3595020325203252,0.26727642276422764,235.83333333333334,175.33333333333334,656,0.2058582477211917,0.33919221523889614,true,-0.004316348342904161,0.05645093828999411,true,273
6NmKxzGAdJ9ttewC8hwJEFaJdn4GScjpqimaL5BnbWgx,DD7NQUKUex26GEsM8jpcx36MoGykbdUHJ3LbcD6Lzrfn,"___",0.36116874135546334,0.258298755186722,696.3333333333334,498.00000000000006,1928,0.2215043819671541,0.2988587517778211,true,0.008344253490603824,0.043790336456486126,true,763
MRGSoA53J7i4WidVHTxawPyKdr26LdVYCywnrUZ6auT,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",0.3526475694444444,0.25716145833333337,1218.75,888.7500000000001,3456,0.22933875684317268,0.28710206858654036,true,0.012829827625208129,0.03930476232188182,true,1380
5B1eeUcVsdX1GQPxeipE6MXaQZwGAWNEWCTPWXqVL2j9,33jhUy4KkZ3AxRfqLshb4u6u6pA1MC6yoNHrKWNeRxbg,"dikijkoala",0.3462009803921569,0.24908088235294118,282.50000000000006,203.25,816,0.19510785041747764,0.3121934185255721,true,-0.0011751880797741497,0.053309778026864096,true,337
4J9HoqBamEDyEKGDZgeRjCpiGCirHzqP1CadWmznrghF,Cqg1VwU4pdC8zAYMZZUViJuy1v1G8vxdYeUW3UNCqpfV,"SolGeo 🪐",0.3274074074074074,0.24425925925925926,294.6666666666667,219.83333333333334,900,0.19307097366104803,0.30390764089539785,true,0.0001272625814023043,0.052007327365687646,true,341
