leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag,dontfront_violations
BMJE6zFwTXwPopVdG1ccYMLWWGd5aNPvm5offrqHUxXV,9SGUxCqs4fpRCRuVKyfqoZxkBSSXgH37ca6XfyLsK31F,"",1.3333333333333335,0.43750000000000006,5.333333333333334,1.7500000000000002,4,0.04297825031807262,0.9308939500382867,true,-0.33064665365246443,0.37501503989585067,true,0
DMGGRvdRwhqrpo7LLnUzSkivaTNoGCsU4NtnL6czYKYG,3tjGkvUsNEk8UBUQECCTpeAoo6NovHvEG44MZDPCcZko,"✨ SolLine ✨",0.375,0.375,1.5,1.5,4,0.032101798822393224,0.9156426018903252,true,-0.33064665365246443,0.37501503989585067,false,0
GqT4x9wuaqxES9KpnqjyX1t9ddVj25YMeG7mnkds8HWF,Ac5y3nnaU97CqdsqNBygqxbCd7Hk8NU5PVk61R5qMHqT,"",0.5839251893939394,0.3548768939393939,411.08333333333337,249.83333333333331,704,0.28844665235867106,0.4274163652730767,true,-0.004411432633153661,0.048779818876539906,true,459
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.5225694444444444,0.3420138888888889,50.166666666666664,32.833333333333336,96,0.1871418808835973,0.5399209893761789,true,-0.0498371018875404,0.09420548813092663,true,51
7b24ANrGm5tPzZsedBbuXUuVZN1tEwf9k4zFcNXm6nYs,GZw27T4rCYcmzVG8tYqkQ29Hw2Gg4oQ3Z7PtqoQ5TmoV,"",0.5562097423510468,0.3372584541062802,921.0833333333335,558.5,1656,0.2937134922891231,0.38375155391910215,true,0.004843503041636266,0.039524883201749975,true,961
7HW9bm5W1eA6RoDAodeoJZwzYjwWj95BeEd5MQKrpMCq,AJTwC1Y3e7DRXPij3ZehavvugoL5hUfW6vhQzeYYu2JC,"",0.5455097087378641,0.33367044228694714,674.25,412.4166666666667,1236,0.2837796507398629,0.38758586435610876,true,0.002112347535705484,0.04225603870768076,true,734
8BwV97uHgQEFYGVhMxcrUuNZ7rzhpiiHJNAThvCX4zv3,BT8LZUvQVwFHRGw2Dwv7UeqDUq7btfjegLpuz5bwgziD,"",0.5392368154158216,0.32448022312373226,2126.7500000000005,1279.75,3944,0.29619483204508573,0.35410772048555267,true,0.010947769876812103,0.03342061636657414,true,2501
3zr2d3xyqANDBpbaq3QNvn9W6fofxGGK5AKbF9dEvNvk,7cPztttFu6zHWvHqnGPRhxvGrmoMdzm75Lsn2yTbHbi2,"",0.47315950920245403,0.3082566462167689,1542.5000000000002,1004.9166666666666,3260,0.27773754818091195,0.34054810546169817,true,0.009825067612326328,0.034543318631059916,true,1625
5B1eeUcVsdX1GQPxeipE6MXaQZwGAWNEWCTPWXqVL2j9,33jhUy4KkZ3AxRfqLshb4u6u6pA1MC6yoNHrKWNeRxbg,"dikijkoala",0.4069784382284382,0.2979312354312354,465.5833333333333,340.8333333333333,1144,0.24824017603171114,0.35289976609189555,true,0.0013208677832047232,0.043047518460181525,true,552
4dALbSiXCWQFF4KvA2hoKrpVLMUscVFFyfSxW8m2K1Ex,9jmvcGEGNq83FqzJrRVHoRX6sDc3MFbg8PeKyCGwzKgm,"",0.43875524580335734,0.28780725419664266,1951.5833333333335,1280.1666666666665,4448,0.2621510261431256,0.31490278346658307,true,0.01160349914993999,0.03276488709344626,true,2122
