leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag
AzNsncYBQKcjKkmSCbQSV77KhH91pjAbkD2g6F46dMU5,31BQ9aXoHU7TpJ4uQHyYGZW4JVb62LefFWW53NpeSYmB,"Yerevan",0.15990906826108622,0.12356751370204283,427.91666666666674,330.66666666666663,2676,0.10091336545831721,0.15045626479722657,true,0.03142318862786061,0.09290683782716586,true
Ayk5TSNbnjQn95BGnz4ugkcm1kAtEwGcK1jRYmqrYvKN,3uvqr8aX2fS3W9XHdud5avRGbUtY9uswBGmr9S2N7uF2,"Dark",0.1463888888888889,0.12287037037037037,395.25000000000006,331.75,2700,0.10037103398337241,0.1495746515949019,true,0.03156012393935283,0.09276990251567363,true
4DBSKsjbs66piUiQ6dUjw6cdVzAGc4FgeWSZ5UVPY5kr,Fm3YevqrrvwKWEAJVmypyja8JZnanYudvx2ZXV4RogX9,"Reveleum",0.15797244094488191,0.12270341207349085,80.25000000000001,62.33333333333335,508,0.0767529134492167,0.19048769592975906,true,-0.008392105680373678,0.13272213213540013,true
Bat6DHawBwy8k4fqsrgkSMb33UWWCDyiXH9AUQBrWiGX,GCUWGuMnmtMv3BFMx8EmeWxst18sihXxyU3skeNGTj8A,"Lemon Tree 🍋 [0% fee]",0.14556623931623933,0.12259615384615385,227.08333333333334,191.25,1560,0.09386798976671844,0.15857784804987612,true,0.021901617857235912,0.10242840859779054,true
2dR71LgjkefxKSYmPGrbHVb6rzYgkVii34rbYKJuDcn2,rM9aGauE58jt9RHYwZwsqiVfE4F8Rq429iWFHohwQuf,"OniksMB",0.1605392156862745,0.12254901960784315,43.666666666666664,33.333333333333336,272,0.06457175140622429,0.22032171712023707,true,-0.034259674896696436,0.1585897013517229,true
JDNEkqjDDDMHb6qF8toRdg5geXkMXp4mD9hA42qn9zVh,ErqEyaojEmRu8bhJz74mJy5MgQcyLN1rCQ5frrusAb8A,"zazoley",0.14914021164021163,0.12251984126984125,75.16666666666666,61.74999999999999,504,0.07646640055948885,0.1905860036161809,true,-0.008671540908218152,0.13300156736324462,true
BEL5CeekyNyWdocqr2YXTVVvYwzeActXNGMPJhmvFVsb,AAhcGqPdM9WdjhVH6T4vAQLvoDFrYQqirkxCdvxoKhgp,"Freedom",0.1521752450980392,0.12245710784313725,413.91666666666663,333.0833333333333,2720,0.1000704900502911,0.14902249699907896,true,0.03167284951312409,0.09265717694190237,true
3Q8GcTR6gUpFjSwjRuN6Bqy73xuJQHPKceuoDq8v18DC,4ZxDeRyvhXi7Bc23qPFkeZptzE8J54eimL8phVPN5AXa,"IT-SRV Group",0.15596590909090913,0.12225378787878788,137.25000000000003,107.58333333333333,880,0.08556744205242198,0.17171546294806714,true,0.008556796734233582,0.11577322972079288,true
9Hzxq2BnACf7AJbLUBpuyRgtZtuJwFvNYAeah1x6iYcS,2WKHhJ34gNkw1G8iReLXn8roPfQUjsLyzjWHspNdvbFw,"Solidarnosc 🇵🇱",0.1569220430107527,0.12209799608993155,428.0833333333333,333.08333333333326,2728,0.0997737183720658,0.14859282150731878,true,0.03171759225727637,0.09261243419775009,true
FPwKd8WmeugZLZySCcr5RmqdVnQvJ5zRQRCy6tnkdLQF,7okgo2YWz8fgNLAHSmAFwqPF59GMq9QuTSFSzPkkVcq7,"Tokyo ㊗️ 0%fee+Jito",0.15068958818958822,0.12184343434343435,258.58333333333337,209.08333333333334,1716,0.09438474502699284,0.1559151709675376,true,0.023775372025949627,0.10055465442907682,true
