leader,vote,name,Sc,Sc_p,R-Sc,R-Sc_p,slots,Sc_p_lb,Sc_p_ub,Sc_p_flag,Sc_lb,Sc_ub,Sc_flag,dontfront_violations
8BwV97uHgQEFYGVhMxcrUuNZ7rzhpiiHJNAThvCX4zv3,,"",0.8793350168350169,0.39023569023569027,1741.0833333333335,772.6666666666667,1980,0.34857155121736494,0.4335653492125737,true,0.005734096099284849,0.03315611554092679,true,2082
FimxwskHym6UxYbPyTNovPKqnaHnUuSDDXangz7ysUmQ,,"",0.5074046184738956,0.329066265060241,336.9166666666667,218.50000000000003,664,0.26262415382993876,0.4031279719894726,true,-0.004231420968031956,0.0431216326082436,true,396
BiF9ZbQht1TgHwWEcrbMQFt37aLEPpNvXWAyd7SuqhpR,HymVLhdKah8BrZj4FAXJJYH8nhWGqjqvFvPFJM5L5VNa,"SHP",0.4442307692307692,0.32179487179487176,115.5,83.66666666666666,260,0.2215861374078249,0.4416115933698715,true,-0.018391777862842282,0.05728198950305392,true,149
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS,8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,"BLOCKPRIME 💠",0.43872549019607837,0.31311274509803916,59.66666666666666,42.58333333333333,136,0.18387581063423702,0.4797840974131237,true,-0.032870659109114624,0.07176087074932627,true,80
Hu3b6mGQJ5jRYRJxdH4kZX6VAyw3p4LAmxDBxhvXVKje,FyrSH4VeQidMVPQ9AE2szAbP5xBZBprRG3z1QMMLNi5X,"Gotham",0.4102272727272727,0.2967171717171717,270.75,195.83333333333334,660,0.23272313043920784,0.36982649950089247,true,-0.0043030596394268705,0.04319327127963851,true,372
7XCbYkANgiqgCoevBmJMAwYqD4iuKzNEJjd2XtF5QExp,AUTnPgB8m6qsctP9RRAcmnVrLSpZbBYB8nQAzYUN5j8q,"Dima_FantomasUA",0.3919813368055556,0.29389105902777773,602.0833333333334,451.41666666666663,1536,0.2508566969596681,0.34094803273746704,true,0.003878052031501657,0.035012159608709986,true,814
5B1eeUcVsdX1GQPxeipE6MXaQZwGAWNEWCTPWXqVL2j9,33jhUy4KkZ3AxRfqLshb4u6u6pA1MC6yoNHrKWNeRxbg,"dikijkoala",0.39236111111111105,0.2852366255144033,254.24999999999997,184.83333333333334,648,0.2217450523123528,0.35853254182530764,true,-0.004521941367467506,0.043412153007679144,true,335
3fHDpgV7GG2fRirqYNFvAUfH5BnbQnRYDqeJBpVFKm8s,FQ5Hc8CgnBBFT87QYt72SVVYGEk677fZHDKH1wX2TeQ5,"NeverBackDown",0.38229723707664887,0.28169563279857396,571.9166666666667,421.41666666666663,1496,0.23880899088402943,0.3289556829488901,true,0.0036713091936823525,0.03521890244652929,true,766
MRGSoA53J7i4WidVHTxawPyKdr26LdVYCywnrUZ6auT,CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc,"MARGUS.ONE 💎 0% fee +MEV!",0.35991379310344834,0.27538314176245215,125.25000000000003,95.83333333333334,348,0.19306474756512218,0.37642704138587246,true,-0.01325976302976685,0.05214997466997849,true,165
JACKALkk85FyW2RCbPbMUgZXe8BECS3fjEX64ESFNSp3,JACKAL92c9YbzNqkJR1XUNAC2uZQNNNVFnRbsZMBEwH8,"Jackal",0.37717661691542287,0.26948590381426196,303.25,216.66666666666663,804,0.213281077093737,0.334210001865875,true,-0.002071512175577099,0.04096172381578874,true,405
